Comunidades  autónomas;Gastos y duración media de los viajes;Tipo de dato;Periodo;Total
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2020M04;4,76
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2020M03;6,89
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2020M02;4,97
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2020M01;0,29
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2019M12;3,03
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2019M11;2,76
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2019M10;3,02
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2019M09;3,24
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2019M08;3,49
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2019M07;3,15
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2019M06;3,55
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2019M05;3,61
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2019M04;3,49
01 Andalucía;Gasto medio diario por persona;Tasa de variación acumulada;2019M03;5,61
